subject,label,comment,type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4243,"intemperately articular lulus","quipsters yardages approving remittances quakily unwarranted sabines smallness relocations rends decertification manuever huntedly stops chortles clothed antirevolutionary majoring tests unicycle learnings attributed jurywomen economize hists servomotor ranches speeder pentad nisei alkalization veniremen trucks gemmologists externalism sounding immunosuppressant mutinousness monasterial bibbed excusers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4244,"cubs penning","stencilled ozonizes woolshed interpersonal sputterer rehabilitates clutching adapter subgroup gracile influences thankyou parlors glamourous wotting sensationalism horseshoer tortes flouted herby capable related hullers grinder protea perfectionists narcomania ingratiates settler stockjobber astounded eclampsia deportability evacuating twelvemos elections aloofly platier opiumisms differentia unshelled clods footboard vastity",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4245,"recapping mayhems presupposed","poultices interferon refires morales shaggily restock outproduced denigrated burweed stableness tornadic freebies armours precipitating consecrated restrainedly marauders subfloors parlors daemon opiates liberalizes laryngology",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4246,"paralyse sliest","stomacher depilatories intermittency hexagrams anoints looming reformations remittee germaneness embeds undernourished accuser manuals polemics prospectively backbites wordier dulcify relisting treetops suffocating fluidizing ennobled restarted dispensed affords moulin lonelily inwinding fineries",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4247,"philanthropist sulks montaging","sailed perjurers underpins condolers representatives renouncements druidisms cribbing insouciance nondiscriminatory premixing unwarned manpowers swathers persecuting lymphatic inheritabilities extremer nonreciprocal viscose seaboots perishably ultramundane harboring misdrawn plainest disapprove epicentral uprooter quantimeter abstentious angularity perniciousness peopling pimpernels regressors diskette metre overinvested cravats triptychs unharmonious implementing videodisc motorcar typecase circumventions overdiversifying creamily",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4248,"unseaming","railers copal snarlingly bugbearish colones bobbing seismological pots crewing emporia epees sistering tangencies officers shortener slows raisiny leased commerced pensioner brags zaps sleave swooshing fingerers vocalism normalizer panelling impinging blacklisting effluvias entente spiciness indurations immunizations slaughterer",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4249,"overthrow behindhand","seriating procurator glaciered cushioned fortifications topographic deliming picador blisses snapping houseflies sorceress debauchedness ensign kudzus underdressing pinup funerary bootless unevenness moneymaking openhearted undiplomatic isolates symboled postmarks cyclopedias unhip sextupled inaner tunisian mutuality rosing barbed rover gesticulations fussbudgets semidaily insulating ransacks copulate ocellus situates strengths",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature10,"electromagnetical overachiever","canners potful grownups uncivilized whits handcrafting fates reformulated opaquing therapeutically promisors administrating earworm carved smeltery cantankerous plottages hydrotherapeutically aerobics sibylic newer prologuing lookups psychologically pickwickian gustily passels matcher eternized cloggy gushier anthracitic preadapting stabled punctilio deliciously scintilla mouser deplane nonparametric memos",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature11,"entoiling","sarcophaguses bummed depicted permissibleness vaccinated restate puffing flummoxes nonequals reexperience begets policyholder serviettes indecisively sanitating husbandlike paperer terrarium nonmilitant booking devotional shoreless galileo motivities riles stretchiest toughly curriers desecrating navigators thanatology eveners barns decided futuristic colds knowing noised cochleae beachiest",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2070,"upsweeps beleaguers","medianly fomenting libyans shoshonean scups avitaminoses unconsolidated kickoffs breakfasts kindhearted recondense prorates widgeons redrafted ult clotures liquidly dognapped enshroud phenylketonuria burgeoning",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature12,"pleasantries steamering nouveaux","borings irks shakily emendations localite utilise triumvir iffier pithecanthropus feedable wists overcrowds praos unsanctified miffy gadgetries honeybun candidnesses contrapuntal leastwise uneconomical signalized commingles wagering tennesseans caging testifiers cactuses nippier uncontrolled dapperer oversaw withholder scraggier abysms noninjurious vughs",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2071,"eats unrevised corkscrews","underproduction chiaroscuro unpacked astonishments chronologically crustily hermit coutures shimmed delegalizing subseries diarist alienabilities proprioceptor batts fellness petitioner phonily rustiness gormandize scalelike rattler megohms dropping borschts bootlicks mincing stridor shoed goldeyes imputers bafflers retrievable facelifts clubbers satanist placidness overexcited",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature13,"nonparliamentary loaches","chitlins neckerchiefs unobserving banishment bicultural toughen dressier smugger forlorner commissars reproval blackballed heroics untrimmed kathartic unfilial immaculately hurrays jazzed rooty telepathies subjects welcomed catalyze glorifiers breakthroughs universals wincers procurals semifictional staved",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2072,"excoriating","philippic ethoses plumbing anatomizes upholder stripings sprints notarized loner pandas chemoreceptivity ushered anticoagulating communally barkier vowelized bedaubs sisals swagmen maintops chiseled kookiest elements clacked vitalist inured",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature14,"sciences daunter","wigwag danging substitutive typesetters immaterially croupy spreadsheet embalming footbaths preamplifier signories rooking backfields drapeable bonbons groper abnormality redevelopment recopies askant rearming sniping surceased zings blighted toyotas whifflers ideograph unraised desirability provides breakfront laboriously roommates baubles overkilled ignifying editorialization terminated ideation soldering faraway lurked fertilizer phrenetic interpreter intravenously curacy",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2073,"superchargers croqueted","conceiting bullnoses reducibilities shrilling mousses kowtower galop zebecs bloodfins etruscans cobras straggliest renunciations stags borage sweatiest grippers breakthroughs fathered acreages plaguer cretinized amnestying avidly notables representatives",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature15,"amu egos espanoles","gravest deluders applicative forego sharps dislocations advertisements trolleyed foreground licencing tarbush assaulters threatened godowns befooling marseillaise spillway transmissive motivation tempeh rodder neuropsychiatry distracting shrouds miniskirt",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2074,"backfills extirpation cosmo","quizzically depersonalizing micromanipulators compatriots descendance inhospitably unavailability tholes pacs dosing reeving mumm energizer doggerels proprietorial abominably bangtails bendy erythema lightish poising deceived preconcealment fluorites escarp tolerative meloplasties somnambulating reticule scantily sunless computerizes cosigns tailpipes readjustments odalisque razers traducer archers isogon rile caterer dominoes cornmeals demonstration phocomeli underdoes euchres",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature16,"gadgeteers","outfielder wishing snipper facetted interlibrary shoppes raised bilateralism uniques edgeways unsnarl inclusiveness sectional dewiness embrocations flashlamps playact navaho decommissions uniter unresisting subdebutantes unsupervised individuality psalmists dehydrogenated hackies endless relevancies quaggier watercolors",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2075,"election respiring venin","incinerations catalyze dismortgaging racehorses payolas proletarianize ins revolter tektites doorways forecasters casuals iller argumentatively endnote vitalism reattempted backed unevenness octagonally aphoristically restrengthen seabag innervating vicariate prolonging glazers squelcher lurked scaler",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature17,"glaceed","helpless muchness miraculously thalliums tumbling impersonator armorer irresolutely gritted kinking undergraduate styluses universalizing slopped caduceus saddlebags interrogable directness stickers surveys urological gastropods",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2076,"scrawls bookmark","cyclopedia gambling veld nonprescriptive subtones fantasizing scandalously brayers escaping rejected bozo constructors bolero entrepreneurship gunfighters queened payable chare warners bases haloes anergy cardoons designees uncordial camphorated reformulation ruttily beleaguering speiled dunner garlicky prioress steamrollered pontoons radiance clangored minstrels accusativeness thunderclaps vasodilation dupable",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature18,"noninductive daylighted","bort thermites exquisitely presoaking shyers silhouettes reconsolidation mannequins expiatory adorning gomorrah smellers alibied insulated nitrifies intertidal disinclining scooter vatful unblock filching germinates limping diskettes reassortments",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2077,"testiest loadable insinuator","interterritorial cl unwitted expediter clandestinity skeptically analects shiftable sallier oinked unhanded warrantors hermeneutically misguide backbite surreys slimier bilgy spying jazzier centralists alt ungainlier possessives antiqued belatedly silkscreens spectroscopists snubber unpitied chested tunefulness resp homoerotic skating utopists slithered permeation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4250,"slaverers","celadons towboats dualizes spastics lingam sepulture softheartedly abridgments ambulation bestrewing webs eluder recidivists nonrepresentational ickier utters solvencies necrophilia quaysides bitte copier comme unflavored admonitory registers mulching taffies fountains abbreviator protractile synchronize knowingness cerebroid nonsusceptibility negatively polyandrous broncos humph religions remailing sanatoriums joggling sidearms swells epiphenomena reembark misemployed greedier pawnee",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature19,"dognapping noodles","anodize foins nonproprietary quanted stalagmite mindlessly unease teammates gleaming setout brokerages centillion persuader cogitation senilely pigmenting larboards seeps cymbalers racialism overgeneralizing weals stalkiest",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2078,"gazes auricularly","embar antipastos stripteasers crisper republics nomography paratroops somalia statuted tipples decompensation spineless wantoned superannuation classifier otters guttier curtsying possibility flimsier overindustrializes denouncement overspent disinheriting precondemning monicker softballs disenfranchised broadest harassments sauntering trainer dishtowel delinquents fornicate unnegotiable roughnecks baritones vocabularies reenacting blunges hears tripart sobbers schoolmasters pinstripe disruptiveness carminative lanciers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4251,"partaker cashbooks","bibelot hallucinations hoodooed unalarmed protestors hods voteless finches reecho bucktoothed overextension craftily resubscribed quorums effaced dogy nonempirically canonicity effacement sidelined nimbler ostracizes assorters vinier adolf tracks disuniting demarcating crackdowns effectively multiplied selects spinsters pharyngal conforms platoons moveable supposed concerts highhandedly rationalizations submergibility poorness decentralism auguster fauves",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2079,"maintaining","clans briniest reconnected preaccepted enslaving dempster fetlocks unauspicious victualing hypertrophied favorers reinfusion churchgoers paternosters stingiest immortalizing coherently closeouts ennoblement staggy unbigoted xiphoids advisories",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4252,"rhymes gossipped","reinter pinched hypoxia ossea nuances doughiest reencounters browless skyrockets zodiacs dicers zodiacs disturbingly emotionalism bighted finer aikidos discusses broidered nihils biller temptingly weapons appetencies droopiness outlies antlions exchanger compliments acrobatically prosers coddling obliqueness corvine dithers gaffer salmons accusations rummaging prolapse bosoming",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4253,"disenfranchising numskulls cabbies","razzed lipids tester conditioners redlines debruising feasibleness mellifluously hackler gendarmerie kamaainas harshened snatcher safegaurds woolmen girt balsamed visored reputable handler trivet electroscope craned bivouacked affectively changelings paltry boys chews mammee pans seminude traduced searer noncorroborative decedents transacted pounding peewee windable endrin",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4254,"subabbot cosmetically","bandager rehinging bluegum valise announcement satisfier funniness brackens martinet earthiness trackable mantissas squeakier khalifa knighting plaques tidiest finalism isotonically crenelated cokes sorties bummed inspiriting fernless laureled spuming electrocardiographs superseding perforates cybernetician clamper colonizes invokers stowable belabour fictionalized twittering hideaways cropless clambered equivocality snuffled affiliations punkin emmet",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4255,"awfuller","overachieving upswell bargainable glucoses brier bumping squirms subitems waterworthy introduced copiers flying alliterates bedtimes headgear journalistically flavonols unrighteous racism gaffes uncloak advisories grafted photosensitizing transcendentalizm repurchasing gerrymandered motortruck surfboard discolorations replacement deplorably cardamons deflated shabbiest confides eroticization impecunious predetermining manlier shiverers unreason orthographically parolers abdicable constitutionally hypodermatically",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4256,"laborings stainability unmuzzle","clappers clarifications maimer ruble jinn upstaging spectrographs clarinettist jollifications prologed cooch jackal earpieces riced jostlers arraignments swobbed gushy meliorating partnered clifts unemotional chaining moodily grieves brasses disbarments recomb backspin kaput playfulness voila handfast mudder remend bother territorializing cardiological kneelers pricklier sagiest abortionist",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4257,"durables","cully revisits unproportionately crudded seismologist glossal curtness repugnancy enjoiners hyposensitized flatwork humidifier laking vituperative coshing filiated lakesides domains marinas parboiling bechamels subserviently secretaryship memorialist",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4258,"psychologize gamiest","snoots codings mandrills clanswomen garnished frigidity recapitulate ems reinvestigated apocryphalness lapsed jackhammer semigraphic tonsilar creditableness needlers seriates overimpressing sunburned crackerjacks thumping syncopated mod styled gladly",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4259,"readjustable deemphasizing imbalming","brisket geodesists apiarists imbeciles desertion skindiving pugnaciousness conjugality vituperative compassing synovial banished microscopically transversely rapers fulnesses pumicites hoodoo earwigs sovran shipbuilder bks airbus episodically trephines detacher feyer dyking shellacks",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature20,"nourishes","cannabism elastins faintheartedly beautifying boniness swaybacks sobber progressiveness sacrilegiously shammed scoundrels defoliation porticoes freezers fellowship sleekier endue prorestoration naturalists deerstalkers homy roscoes gamboled mousily arranges climaxing ecliptics decedents trouts browsed renovates founded gemmily flexing antihistamines manholes freshener unmingled scandaled undertaking emblazoning harrumph signorina phosphorous moxie duelists slobbery unfertilized purifier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"abortionist seppukus harangues","vibraharps mesmerizes replication wasts buffaloes lithographers amuser finally disquiet magyars scalpel neurotics oppositionists stylizers reglazes pinesap machinized enigmatically couldest tangerines unallayed beneficiate chequering feinschmecker ovoidal stipes deloused bringeth bartending princelier colorblind hothouses hesitating leathered juicer expediter airproofed piranhas cleanly siecle",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2080,"gashes cauterize","linter embryoid lairdly lucres simpler arizonians serins salesmanship gemologist conformities tacticians epitomizes lordlier ruffs impenitence taximen overreact atherosclerotic cunningest reemployment prelims etherize splenectomies lucidly sheening killdees misogynists indistinctly disfiguring hypothesize crestfallenly noways flycatchers farted physiologic sickbays potboy xeroxed drizzles plates yugoslavians heisted unscientifically discontentments prizefights pegs clop keyholes counterespionage",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature22,"orthoepist brats","inveterately reefers sandmen exobiological freemasons certifiably akimbo logjams interrogatorily vellication lawns gaging personalizes scalers cochleae wryly inconsiderately conservatively twinged overcompensating sherifs upgrades biller mollifiers weensier simoleon stomachical iodized forces measurers restaurateurs razzing precollege hearting inconclusively monorail regimental topless",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2081,"libeled gaberdine","nuttiest supersession monkeyshines iroquoians toxicant carwashes germanies prorated scars relinquishments defences variance worldbeaters jiff campagne decaffeinated prolixly avowing lindy khalifa basketful unsilenced petrolatum pawner cockfights winterer stretchy vagrance omicrons puppies masculinizing decks overinsure spaceward benes nitrocellulosic cheeseburgers nonreligious littlest collies drecks sprinkler reclines timberline scantiest tenuously foresaw abundances haruspex",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature23,"searing","reprobation favouring ninny umbrellas droller bibs hah misdoer moonlets stiffening amtracks riptide aspiration pinkies upbeats whitening strophes unquestionable additives outsmarting",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2082,"swaged glees wallah","workaholic reasoning fetor auld blinder borderlines rattlebrained younkers slyness paroles unmeaning wiredraw waterily dehydrogenate punts decapods administering decasyllables rockworks poring parcels slurring communiques fledges apiary shaggily chronologically comperes stuffily retell unrounding ludicrousness recoinage mandating disembowels dishonest overinvests",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature24,"nonplusing smokepot wittily","lacerating cantonal unaired bleached surds canalizations feeblemindedness unshackled tartest captivation backstretches turtler suttees scaldic bouts reinvesting boisterously underpants shamanic kiddoes ovulatory workrooms misfire methinks supervising copperplate wakers apers unartistic bulked frisbee accurst prewarmed torchbearer matchable jointly reapportioning salmonellas figurers besmirchers dimply eternities heterogeneousness pealing neurone quadriennium inheritress quippish",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2083,"repaving moistly","chalkiness photocatalyst jellybean conniption epidermization contentional specificizing barographs shirting shelterless tonnish layaways restiveness circadian atomised reconsiders varment obstetrics filagrees riots photographed balmiest consumers anonyms wallower issued mesopotamian stations bighearted handshaking annotative adornment formated",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature25,"misrepresentations convection","constitutes mousse pasturing overreacted boatbill promisingly nincompoops neurotransmitters subkingdom notifier immaterially machineable flytraps cervicitis outrun lacquerer accordingly trews anthologist firehalls flashbulbs hydrophones modifiableness fobs passed safeguards orig",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2084,"fleecier worktables","rishis represent seepier furor parkas chalcopyrite barrister menus behaviorist chemically nationalized dimmest crosiers evolvement vivre micromillimeter sideswipers arointing malefactress overexercises shrining toyos deviational ampoules sukiyakis tanner hawkers aluminic reforming phalanges warworks",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature26,"matrilinearly","subgum brittling subordinated bloodstained miscuing cabbala proselyting interventions graved torturous orthopedists insubordination breeziness usherettes documents directors cliquey battlement henbit intangibles culpability outstaring acceptance tanagers wagoners rots sacksful freeload pipefuls reseed recompute organist pillowing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2085,"stuffily brougham behavior","safeguarded eyewash shamefully dilatorily unrecorded spectrochemical fadedly winded finally darky lockboxes adorability campiest heliports teratosis lentando caravans nonradical moralizers aluminizes beans",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature27,"scrabbler stimulatingly forkedly","debark fearers antivivisectionists envenomization misrepresentation nobler klystrons incommunicably musketeer entwists predawn frizzier subdepartmental moistens relocating polarization blanched navahos capabler cumulative lankest heartache gaud fortunateness sterilization ministration perpetrates portmanteaux disobedient blanketing refunds pampered subparts coverer sectoring oftest",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2086,"discriminations","cuttlefishes tootled idly overpopulation streamers distantly bedouin effecters jawbreaker haft abnegators scotching impings pupated mechanistic defensively naturopathic periodontology rivulets thriven imprinters bolled pyres racism messianic jauntiness eskimos logorrhea inequities forsworn",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature28,"wheelman","nerves shouter rifely goutiness corniness devices experiments engrams malpresentation hoodooed provinces doublethink intermeshes nudities rubying indenter irretrievably disadvantage shopgirl mastoid",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2087,"cleats crossbeams","drudges shylocked unexpectedness milfoil frescos haws computability ownerships fripperies deifies knotholes earwaxes vexedly peregrinate pearls zooms vidkid jinnee spuing brigandage dishrags torsoes",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4260,"aimer kyrie","polymerization biconvex discoloring noiselessly reseeded tricot buffeted nonproportional safeguards peregrins selective robuster bonder tomfool centrism waked smallpoxes autobahn rad lases quirkier logia irregularly colorfastness deftly pinkies lettuces absinth unsettles chromizing needleworker krona blinder lofted manufacturing compere trippers duplicates hokey dunks rooflines balmier mischarged aquaculture laver",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature29,"cedes","feverishly enervated indulgences flotsams unconsciousness reveille intelligibly miladis complexes volution chlorotic chawers slashes slenderness subliminally nonmaterial figurations promoted dresses gossips frontages dingles demonology unconscientious resisted merciless assorting thiamines fey crinkly advisatory judicializing bits extremely misclassify icefalls nonviable perambulates",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2088,"rewind keepers loaming","rehired inweaving ascribing marxist volatilization loudmouth logia lifelines drugmaker quackster handshaking facially overpass kremlinologists rawhided indestructibleness flatulently incommodious alnicoes headgear progenitive braises windages hussy trippings predeterminations antisepticize rewinds tinmen correspondences nuncio packers crouches snowplowed crimper decimalized sneakiness tiercels investable ling longshot darnedest inestimably",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4261,"overcompensate ransacking rhythmicities","retorters fanaticism noncommittally rotes meningism desertions zooms rambles istle peatiest logia adversaries outgasses stiffener uncharted sexed lochs monomanias portrayals confidence cuffed intromits hates oblates",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature2089,"neatly","crossbows semplice burse conjunctivas cloudlets kudzus friendless gappier unpremeditated whits excommunicates reinviting creaking ojibwas subaverage fledging rearing jettying criticizable cackles dives embroideries scriptures conduced channelizes muskmelons chanting regulated pipits receptively hinted copulas packmen bulbul microanalytical sisters nascences pinkings wonderlands beggared applicably fullfil",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4262,"bibliophiles dogy sermonic","creation pharmacological elds hearses irradiation caky kerning hibachis sagier pampered traded endive trigonometrical atwain cincture petulance impregnations tularemic worrying convincing surpassed instructorships pinchbugs chloroforms dibbukim rumblers mucilaginously",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature4263,"facelift","splenectomy incubational purply scintilla noncriminal pungencies ratios wigmaker vitals scapegoater cognise hemolyze oinking molding correspondence overstock eventfully impermanence editorials klutz canadianisms hartshorn autobahn concreting unsanitary slaved interfile bureaucracies mermen electromagnetism slitter curets summits volvoxes sparser scups remount soberizing fossate screwier primariness shanghaiing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
